amazon_record_id,product_id,product_name,main_category,sub_category,rating_num,rating_count_num,discount_percentage_num,estimated_revenue_proxy,review_length_chars,vader_compound_score,vader_sentiment_label,lda_topic_id,lda_topic_label,lda_topic_probability
184,B0B8SRZ5SV,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",Computers&Accessories,Accessories&Peripherals,4.4,13552.0,53,12860848.0,1086,0.9934,positive,3,"Topic 3: Charging, Cables & Connectivity",0.991241814525559
185,B07CWNJLPC,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable Smartphone (Dark Grey, 3 feet)",Computers&Accessories,Accessories&Peripherals,4.3,5451.0,58,2720049.0,753,0.8316,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7399094026797243
186,B00NH12R1O,"Amazon Basics USB 3.0 Cable - A Male to Micro B - 6 Feet (1.8 Meters), Black",Computers&Accessories,Accessories&Peripherals,4.3,10911.0,38,3262389.0,414,0.9825,positive,3,"Topic 3: Charging, Cables & Connectivity",0.975020790771305
187,B0B8SSC5D9,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",Computers&Accessories,Accessories&Peripherals,4.4,13552.0,53,12860848.0,1086,0.9934,positive,3,"Topic 3: Charging, Cables & Connectivity",0.991241814525559
188,B08WKG2MWT,"Wayona Usb C 65W Fast Charging Cable Compatible For Tablets Samsung S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G (1M, Black)",Computers&Accessories,Accessories&Peripherals,4.3,2806.0,66,1063474.0,699,0.9895,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9862139952002612
189,B0B466C3G4,Karbonn 80 cm (32 inches) Millenium Bezel-Less Series HD Ready Smart LED TV KJW32SKHD (Phantom Black),Electronics,"HomeTheater,TV&Video",3.9,350.0,53,3146500.0,1146,0.9606,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6598023593705435
190,B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",Electronics,"HomeTheater,TV&Video",4.2,30023.0,76,14591178.0,702,0.9457,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.8655948642750952
191,B07MDRGHWQ,VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),Electronics,"HomeTheater,TV&Video",4.2,4003.0,48,22813097.0,2230,0.9516,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8129723618348399
192,B07DC4RZPY,"Amazon Basics USB A to Lightning MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,Accessories&Peripherals,4.1,178817.0,65,126781253.0,320,0.7791,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9801810001637643
193,B0B15GSPQW,Samsung 138 cm (55 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA55AUE65AKXXL (Black),Electronics,"HomeTheater,TV&Video",4.3,7109.0,32,341160910.0,4728,0.9984,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9000152781496022
194,B08GJNM9N7,LOHAYA Television Remote Compatible for VU LED LCD HD Tv Remote Control Model No :- EN2B27V,Electronics,"HomeTheater,TV&Video",3.7,490.0,75,146510.0,288,0.9554,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9644209300036642
195,B09C6FML9B,"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",Computers&Accessories,Accessories&Peripherals,4.1,491.0,47,157120.0,629,-0.6026,negative,3,"Topic 3: Charging, Cables & Connectivity",0.9854709229315941
196,B0B65MJ45G,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black + White)",Computers&Accessories,Accessories&Peripherals,3.9,61.0,75,8479.0,440,0.6486,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9808025225501384
197,B08P9RYPLR,"FLiX (Beetel) USB to iPhone Lightning Textured Pattern Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable for Apple Devices (Black)(XCD-L102)",Computers&Accessories,Accessories&Peripherals,4.0,9378.0,48,1209762.0,505,0.9817,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9808725373994858
198,B0B6F8HHR6,MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black),Electronics,"HomeTheater,TV&Video",4.2,32840.0,31,820967160.0,783,0.9625,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9835363025799929
199,B084MZXJN6,"Belkin Apple Certified Lightning to USB Charge and Sync Cable for iPhone, iPad, Air Pods, 39.6 inch (100cm) – Black",Computers&Accessories,Accessories&Peripherals,4.4,7318.0,41,7310682.0,771,0.899,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9890490479960484
200,B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&Accessories,Accessories&Peripherals,4.1,789.0,55,177525.0,265,0.7935,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9380661948866216
201,B0BCKWZ884,Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),Electronics,"HomeTheater,TV&Video",4.3,407.0,82,222629.0,574,0.9905,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8152193372830471
202,B00GGGOYEK,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,Computers&Accessories,Accessories&Peripherals,3.8,2399.0,63,621341.0,364,0.9684,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9596901319569708
203,B07ZR4S1G4,Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,Electronics,"HomeTheater,TV&Video",4.4,2640.0,66,630960.0,723,-0.0179,neutral,1,"Topic 1: Value, Usability & Everyday Products",0.8729962413353323
204,B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),Electronics,"HomeTheater,TV&Video",4.0,839.0,65,292811.0,1131,0.9869,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8503486546852439
205,B00GG59HU2,"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)",Electronics,"HomeTheater,TV&Video",4.4,44054.0,22,20573218.0,199,0.8885,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7170408524253257
206,B00RGLI0ZS,"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",Computers&Accessories,Accessories&Peripherals,4.0,3231.0,25,1450719.0,1261,0.9939,positive,3,"Topic 3: Charging, Cables & Connectivity",0.8104633534402699
207,B09ZPJT8B2,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),Electronics,"HomeTheater,TV&Video",4.2,64.0,63,767360.0,308,0.891,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6274241800175431
208,B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,Computers&Accessories,Accessories&Peripherals,3.9,8314.0,42,2909900.0,6876,0.9206,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9985077760999868
209,B095244Q22,"MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10/11, iPad Air/Mini, iPod and iOS Devices (1 M)",Computers&Accessories,Accessories&Peripherals,3.7,2249.0,75,566748.0,710,0.9755,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7176425057737712
210,B08CKW1KH9,Tata Sky Universal Remote Compatible for SD/HD,Electronics,"HomeTheater,TV&Video",3.6,339.0,66,69156.0,554,0.9421,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9802409393427812
211,B0BLV1GNLN,"WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 ANSI) | 176"" Large Screen | Projector for Home and Outdoor | Compatible with TV Stick, PC, PS4",Electronics,"HomeTheater,TV&Video",4.0,27.0,35,175230.0,707,0.9781,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6701398412560188
212,B08RHPDNVV,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,Electronics,"HomeTheater,TV&Video",3.5,197.0,61,46295.0,740,0.3376,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9852447151352778
213,B00NH13Q8W,"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)",Computers&Accessories,Accessories&Peripherals,4.5,74977.0,63,22418123.0,1254,0.9387,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9912948896180817
214,B0B8SSZ76F,"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,Accessories&Peripherals,4.2,8583.0,60,6857817.0,1568,0.9275,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9936781959702066
215,B0841KQR1Z,Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),Electronics,"HomeTheater,TV&Video",3.8,928.0,70,277472.0,387,0.6486,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9584538081626596
216,B0B467CCB9,Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,Electronics,"HomeTheater,TV&Video",3.8,110.0,59,769890.0,178,0.5574,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8667151296995844
217,B095JQVC7N,OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),Electronics,"HomeTheater,TV&Video",4.1,6753.0,28,290372247.0,3228,0.849,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6866856759656982
218,B08PPHFXG3,Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),Electronics,"HomeTheater,TV&Video",4.3,1237.0,83,214001.0,377,0.5106,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9669081388176262
219,B06XR9PR5X,"Amazon Basics HDMI Coupler,Black",Electronics,HomeAudio,4.4,18872.0,65,3944248.0,409,0.9388,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9686950349747141
220,B09JSW16QD,"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",Computers&Accessories,Accessories&Peripherals,3.9,356.0,43,302240.44,681,0.7644,positive,3,"Topic 3: Charging, Cables & Connectivity",0.984755203337646
221,B07JH1CBGW,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",Computers&Accessories,Accessories&Peripherals,4.2,24269.0,68,15750581.0,459,0.9033,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9850429714906349
222,B09127FZCK,Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),Electronics,"HomeTheater,TV&Video",3.8,425.0,67,127075.0,578,0.8334,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8247072125543224
223,B083GQGT3Z,"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rotatable Universal TV & Monitor Wall Mount Bracket with Swivel & Tilt Adjustments (Single Arm - M416)",Electronics,"HomeTheater,TV&Video",4.1,1161.0,50,463239.0,1305,-0.0161,neutral,1,"Topic 1: Value, Usability & Everyday Products",0.9692450424774699
224,B09Q8WQ5QJ,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",Computers&Accessories,Accessories&Peripherals,4.1,1508.0,50,375492.0,2373,0.9932,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7988248616924137
225,B07YZG8PPY,TATA SKY HD Connection with 1 month basic package and free installation,Electronics,"HomeTheater,TV&Video",4.3,7636.0,46,9537364.0,1536,0.9801,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7572706353596308
226,B09H39KTTB,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,Electronics,"HomeTheater,TV&Video",3.7,246.0,57,52398.0,443,0.362,positive,1,"Topic 1: Value, Usability & Everyday Products",0.40078138949462494
227,B08DCVRW98,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,Electronics,"HomeTheater,TV&Video",4.0,479.0,58,100111.0,628,0.9072,positive,1,"Topic 1: Value, Usability & Everyday Products",0.513178191408725
228,B0718ZN31Q,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),Electronics,"HomeTheater,TV&Video",4.2,910.0,88,544180.0,364,0.9216,positive,3,"Topic 3: Charging, Cables & Connectivity",0.5014244367172792
229,B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories,Accessories&Peripherals,4.1,5626.0,54,4495174.0,174,0.4588,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9153745823175912
230,B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories,Accessories&Peripherals,4.3,14184.0,73,2255256.0,572,0.8852,positive,3,"Topic 3: Charging, Cables & Connectivity",0.6153397804322225
231,B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&Accessories,Accessories&Peripherals,4.4,25177.0,55,12563323.0,1726,0.9886,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.40649423924020406
232,B09MJ77786,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),Electronics,"HomeTheater,TV&Video",4.3,21252.0,36,680042748.0,1188,0.9936,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.94444090878246
233,B09NNGHG22,Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),Electronics,"HomeTheater,TV&Video",4.3,567.0,42,18705330.0,1255,0.9604,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.5714638654078603
234,B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],Electronics,"HomeTheater,TV&Video",3.5,466.0,75,139334.0,289,0.7003,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9615312298737936
235,B0B65P827P,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",Computers&Accessories,Accessories&Peripherals,3.9,61.0,77,7826.91,440,0.6486,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9808025225501384
236,B084MZYBTV,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - White, USB-IF Certified",Computers&Accessories,Accessories&Peripherals,4.5,474.0,29,283926.0,725,0.9763,positive,3,"Topic 3: Charging, Cables & Connectivity",0.853626341523264
237,B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),Electronics,"HomeTheater,TV&Video",3.4,431.0,56,171969.0,1089,0.558,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6780788641178858
238,B0B5F3YZY4,"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",Computers&Accessories,Accessories&Peripherals,4.0,242.0,59,108658.0,1643,0.9967,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7902607139528945
239,B09G5TSGXV,"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",Computers&Accessories,Accessories&Peripherals,4.0,2905.0,68,737870.0,660,0.8905,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7657874120090307
240,B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,Electronics,"HomeTheater,TV&Video",4.4,12091.0,50,4824309.0,2071,0.9734,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.4281145428335129
241,B09YLX91QR,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",Computers&Accessories,Accessories&Peripherals,4.0,1423.0,55,254717.0,317,0.9511,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9651677037797182
242,B081FJWN52,"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",Computers&Accessories,Accessories&Peripherals,4.3,6255.0,66,2120445.0,2863,0.9448,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9956226780628501
243,B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)",Electronics,"HomeTheater,TV&Video",4.0,1236.0,60,493164.0,928,0.913,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9416108710940527
244,B09L835C3V,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,"HomeTheater,TV&Video",4.2,1335.0,50,265665.0,546,0.7962,positive,1,"Topic 1: Value, Usability & Everyday Products",0.980929677448515
245,B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Electronics,"HomeTheater,TV&Video",3.8,197.0,83,68753.0,555,0.8883,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6119722672584653
246,B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories,Accessories&Peripherals,4.4,28791.0,63,8608509.0,549,0.9829,positive,3,"Topic 3: Charging, Cables & Connectivity",0.8642237156565552
247,B0B4T6MR8N,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers&Accessories,Accessories&Peripherals,3.9,1075.0,89,95675.0,468,0.836,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9851661399982349
248,B01GGKZ4NU,"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",Computers&Accessories,Accessories&Peripherals,4.2,29746.0,45,16330554.0,639,0.9291,positive,3,"Topic 3: Charging, Cables & Connectivity",0.8786927914531858
249,B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",Computers&Accessories,Accessories&Peripherals,3.9,295.0,87,38055.0,571,0.9393,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9867911705844984
250,B09WN3SRC7,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),Electronics,"HomeTheater,TV&Video",4.7,5935.0,44,462870650.0,3411,0.9985,positive,1,"Topic 1: Value, Usability & Everyday Products",0.49957400838406374
251,B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,Electronics,"HomeTheater,TV&Video",3.6,323.0,56,112727.0,892,0.984,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7929706889744677
252,B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,Electronics,"HomeTheater,TV&Video",3.7,185.0,44,92315.0,474,-0.3352,negative,1,"Topic 1: Value, Usability & Everyday Products",0.5118422718973884
253,B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers&Accessories,Accessories&Peripherals,4.2,2117.0,63,632983.0,947,0.9442,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9892726066389897
254,B08N1WL9XW,"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",Computers&Accessories,Accessories&Peripherals,4.0,9378.0,70,1706796.0,529,0.9817,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9808725373994858
255,B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Electronics,"HomeTheater,TV&Video",3.6,1796.0,76,172416.0,462,-0.4109,negative,1,"Topic 1: Value, Usability & Everyday Products",0.9187435295792837
256,B0BC8BQ432,VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),Electronics,"HomeTheater,TV&Video",4.3,3587.0,35,197249130.0,2546,0.995,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6058011645035626
257,B06XFTHCNY,"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)",Electronics,"HomeTheater,TV&Video",4.2,4296.0,42,1885944.0,697,0.9779,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.5247975974128769
258,B08CT62BM1,"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",Computers&Accessories,Accessories&Peripherals,4.3,2651.0,70,792649.0,1208,0.9446,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9936385662521516
259,B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories,Accessories&Peripherals,4.2,94363.0,63,28214537.0,443,0.8316,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9849963517372795
260,B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&Accessories,Accessories&Peripherals,4.2,34540.0,61,27252060.0,869,0.9154,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9874337510749908
261,B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Electronics,"HomeTheater,TV&Video",4.4,8714.0,57,2605486.0,1423,0.9926,positive,3,"Topic 3: Charging, Cables & Connectivity",0.5574934377170221
262,B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",Computers&Accessories,Accessories&Peripherals,4.2,10576.0,70,3437200.0,905,0.9577,positive,3,"Topic 3: Charging, Cables & Connectivity",0.989592899478896
263,B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",Computers&Accessories,Accessories&Peripherals,4.4,7318.0,35,9506082.0,771,0.899,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9890490479960484
264,B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,Electronics,"HomeTheater,TV&Video",3.0,103.0,60,81370.0,523,-0.5267,negative,1,"Topic 1: Value, Usability & Everyday Products",0.62553937755199
265,B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,HomeAudio,4.5,224.0,0,1052576.0,1533,-0.9808,negative,2,"Topic 2: Smart Devices, Wearables & Audio",0.6176054116931662
266,B0BC9BW512,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),Electronics,"HomeTheater,TV&Video",4.3,4702.0,24,89333298.0,4919,0.9988,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7605300774272981
267,B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers&Accessories,Accessories&Peripherals,4.2,85.0,80,16915.0,276,-0.4525,negative,3,"Topic 3: Charging, Cables & Connectivity",0.9114762380141701
268,B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)",Electronics,"HomeTheater,TV&Video",4.4,35877.0,59,9650913.0,492,0.9097,positive,3,"Topic 3: Charging, Cables & Connectivity",0.5594699067506409
269,B0978V2CP6,"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27",Electronics,"HomeTheater,TV&Video",4.0,897.0,36,1785030.0,3365,0.4988,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6272396443008348
270,B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",Electronics,HomeAudio,3.8,282.0,43,648318.0,572,0.9125,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.744958550627649
271,B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),Electronics,"HomeTheater,TV&Video",4.3,1611.0,28,57994389.0,2274,0.9985,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6480493896432054
272,B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),Electronics,"HomeTheater,TV&Video",4.2,513.0,65,179037.0,541,0.8874,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9366462494489182
273,B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories,Accessories&Peripherals,4.1,1045.0,52,751355.0,538,0.9145,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9865890170964623
