amazon_record_id,product_id,product_name,main_category,sub_category,rating_num,rating_count_num,discount_percentage_num,estimated_revenue_proxy,review_length_chars,vader_compound_score,vader_sentiment_label,lda_topic_id,lda_topic_label,lda_topic_probability
1047,B01C8P29T4,"Bajaj Majesty DX-11 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White and Blue",Home&Kitchen,Kitchen&HomeAppliances,4.2,24247.0,24,14523953.0,519,0.9315,positive,1,"Topic 1: Value, Usability & Everyday Products",0.973479442242074
1048,B00HVXS7WC,"Bajaj Rex 500W Mixer Grinder with Nutri-Pro Feature, 3 Jars, White",Home&Kitchen,Kitchen&HomeAppliances,4.2,41349.0,38,82656651.0,326,0.9286,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9648219734474789
1049,B096YCN3SD,"Lifelong LLEK15 Electric Kettle 1.5L with Stainless Steel Body, Easy and Fast Boiling of Water for Instant Noodles, Soup, Tea etc. (1 Year Warranty, Silver)",Home&Kitchen,Kitchen&HomeAppliances,3.6,1074.0,45,589626.0,436,0.9538,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9686164173423605
1050,B09LQH3SD9,"Lifelong LLQH922 Regalia 800 W (ISI Certified) Quartz Room Heater with 2 Power settings, Overheating Protection, 2 Rod Heater (1 Year Warranty, White)",Home&Kitchen,"Heating,Cooling&AirQuality",3.8,1163.0,50,1161837.0,609,0.9182,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9735160962824411
1051,B09KNMLH4Y,"R B Nova Lint/Fabric Shaver for Cloths, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Pack of 1",Home&Kitchen,Kitchen&HomeAppliances,4.1,257.0,80,102286.0,1101,0.9311,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9700496432668858
1052,B00ABMASXG,"Bajaj Immersion Rod Water Heater 1500 Watts, Silver",Home&Kitchen,"Heating,Cooling&AirQuality",4.1,36017.0,25,19413163.0,891,0.6974,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9852140117684384
1053,B07QDSN9V6,INALSA Electric Kettle 1.5 Litre with Stainless Steel Body - Absa|Auto Shut Off & Boil Dry Protection Safety Features| Cordless Base & Cord Winder|Hot Water Kettle |Water Heater Jug,Home&Kitchen,Kitchen&HomeAppliances,4.1,8090.0,56,5654910.0,589,0.9823,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9851655247741915
1054,B00YMJ0OI8,Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),Home&Kitchen,Kitchen&HomeAppliances,4.1,31388.0,41,67421424.0,639,0.7615,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9805990653894352
1055,B0B8XNPQPN,"Pigeon Healthifry Digital Air Fryer, 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket - Green",Home&Kitchen,Kitchen&HomeAppliances,4.2,136.0,55,489464.0,1241,0.9727,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9883542961628529
1056,B0814P4L98,"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Black & Grey",Home&Kitchen,HomeStorage&Organization,4.0,5380.0,65,1888380.0,329,0.9748,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8075777526368182
1057,B008QTK47Q,Philips GC1905 1440-Watt Steam Iron with Spray (Blue),Home&Kitchen,Kitchen&HomeAppliances,4.3,37974.0,8,61290036.0,18547,0.9998,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9709428828797028
1058,B088ZTJT2R,Havells Immersion HB15 1500 Watt (White Blue),Home&Kitchen,"Heating,Cooling&AirQuality",4.2,17218.0,44,12379742.0,5432,0.5014,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9975251720863823
1059,B0BK1K598K,"AGARO LR2007 Lint Remover, Rechargeable, for Woolen Sweaters, Blankets, Jackets, Burr Remover, Pill Remover From Carpets, Curtains",Home&Kitchen,Kitchen&HomeAppliances,4.2,900.0,55,610200.0,514,0.9843,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9712405842862274
1060,B09Y5FZK9N,"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant Noodles, Soup, 1500 Watt with Auto Shut- off Feature - (Silver)",Home&Kitchen,Kitchen&HomeAppliances,3.7,976.0,48,789584.0,910,0.9889,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9863596543223446
1061,B09J2SCVQT,NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),Home&Kitchen,Kitchen&HomeAppliances,4.1,4927.0,61,9701263.0,1115,0.9877,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9908701440381047
1062,B00TDD0YM4,"Philips GC026/30 Fabric Shaver, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Curtains (White)",Home&Kitchen,Kitchen&HomeAppliances,4.4,3543.0,12,5279070.0,598,0.9773,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9025832960156676
1063,B078KRFWQB,"Havells Cista Room Heater, White, 2000 Watts",Home&Kitchen,"Heating,Cooling&AirQuality",3.8,2732.0,37,6827268.0,828,-0.7187,negative,1,"Topic 1: Value, Usability & Everyday Products",0.9854421456763498
1064,B07SRM58TP,"AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)",Home&Kitchen,Kitchen&HomeAppliances,4.0,14368.0,21,23922720.0,3621,0.9984,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9967111252275698
1065,B00EDJJ7FS,Philips Viva Collection HD4928/01 2100-Watt Induction Cooktop with Feather Touch Sensor and Crystal Glass Plate (Black),Home&Kitchen,Kitchen&HomeAppliances,4.2,39724.0,39,128268796.0,5741,0.9963,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9920405224750006
1066,B0832W3B7Q,Pigeon By Stovekraft ABS Plastic Acer Plus Induction Cooktop 1800 Watts With Feather Touch Control - Black,Home&Kitchen,Kitchen&HomeAppliances,3.8,9791.0,50,17614009.0,527,0.9231,positive,1,"Topic 1: Value, Usability & Everyday Products",0.973904884414238
1067,B07WNK1FFN,"AGARO Esteem Multi Kettle 1.2 Litre, 600W with 3 Heating Modes & Rapid Boil Technology",Home&Kitchen,Kitchen&HomeAppliances,4.2,2891.0,26,3642660.0,4056,0.9962,positive,1,"Topic 1: Value, Usability & Everyday Products",0.997191168459721
1068,B009P2LK08,"Bajaj Minor 1000 Watts Radiant Room Heater (Steel, ISI Approved)",Home&Kitchen,"Heating,Cooling&AirQuality",4.0,2446.0,34,1832054.0,708,0.6486,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9683223683354327
1069,B07DGD4Z4C,"Butterfly Jet Elite Mixer Grinder, 750W, 4 Jars (Grey)",Home&Kitchen,Kitchen&HomeAppliances,3.9,25340.0,40,88664660.0,685,0.8857,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9415494348360867
1070,B07GMFY9QM,"SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue)",Home&Kitchen,Kitchen&HomeAppliances,4.3,3096.0,62,1173384.0,522,0.9844,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9743873238205464
1071,B0BGPN4GGH,"Lifelong LLQH925 Dyno Quartz Heater 2 Power settings Tip Over Cut-off Switch 800 Watt Silent operation Power Indicator 2 Rod Room Heater (1 Year Warranty, Grey)",Home&Kitchen,"Heating,Cooling&AirQuality",3.8,4.0,54,4396.0,212,0.91,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9515502069101834
1072,B0B2DZ5S6R,"Amazon Basics 1500 W Electric Kettle (Stainless Steel Body, 1.5 L)",Home&Kitchen,Kitchen&HomeAppliances,4.0,119.0,42,89131.0,331,0.8845,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9671924604502203
1073,B07S851WX5,"Prestige Sandwich Maker PGMFD 01, Black",Home&Kitchen,Kitchen&HomeAppliances,4.2,40106.0,0,52097694.0,1160,0.994,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9892636368060979
1074,B01MY839VW,"Orient Electric Fabrijoy DIFJ10BP 1000-Watt Dry Iron, Non-Stick (White and Blue)",Home&Kitchen,Kitchen&HomeAppliances,4.2,13029.0,50,7152921.0,392,0.934,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9750705736909321
1075,B09LV1CMGH,"Lifelong LLFH921 Regalia 2000 W Fan Heater, 3 Air Settings, Room Heater with Overheating Protection, 1 Year Warranty ( White, (ISI Certified, Ideal for small to medium room/area)",Home&Kitchen,"Heating,Cooling&AirQuality",3.6,291.0,55,261609.0,636,0.7918,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9845520132374957
1076,B01EY310UM,"Philips GC181 Heavy Weight 1000-Watt Dry Iron, Pack of 1",Home&Kitchen,Kitchen&HomeAppliances,4.3,15453.0,14,20413413.0,314,0.9707,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9641387420334661
1077,B09NL7LBWT,"Bulfyss USB Rechargeable Lint Remover Fabric Shaver Pet Hair Remover, Effectively and Quickly Remove Fuzz for Clothes, Sweater, Couch, Sofa, Blanket, Curtain, Wool, Cashmere (Grey, 1 Year Warranty)",Home&Kitchen,Kitchen&HomeAppliances,4.0,604.0,45,663796.0,1290,0.995,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7478264156312849
1078,B008YW8M0G,"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",Home&Kitchen,Kitchen&HomeAppliances,4.2,46647.0,11,36151425.0,590,0.9822,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9796463224077447
1079,B097R3XH9R,"Bajaj New Shakti Neo 25L Vertical Storage Water Heater (Geyser 25 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",Home&Kitchen,"Heating,Cooling&AirQuality",4.1,3233.0,59,20364667.0,609,0.5233,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9818322858984786
1080,B08TM71L54,"PHILIPS Handheld Garment Steamer STH3000/20 - Compact & Foldable, Convenient Vertical Steaming, 1000 Watt Quick Heat Up, up to 20g/min, Kills 99.9%* Bacteria (Reno Blue), Small",Home&Kitchen,Kitchen&HomeAppliances,4.0,1282.0,24,4089580.0,1760,0.987,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9936191437794589
1081,B0BPBXNQQT,"Room Heater Warmer Wall-Outlet 400 Watts Electric Handy Room Heater (Room Heaters Home for Bedroom, Reading Books, Work, bathrooms, Rooms, Offices, Home Offices,2022",Home&Kitchen,"Heating,Cooling&AirQuality",4.3,70.0,60,55930.0,486,0.9929,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9818313336843301
1082,B00W56GLOQ,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen,Kitchen&HomeAppliances,4.0,26164.0,46,70616636.0,2057,0.9976,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9943125347545685
1083,B0883KDSXC,USHA Armor AR1100WB 1100 W Dry Iron with Black Weilburger Soleplate (Purple),Home&Kitchen,Kitchen&HomeAppliances,3.9,16166.0,39,9683434.0,218,0.7906,positive,1,"Topic 1: Value, Usability & Everyday Products",0.942217338754137
1084,B078V8R9BS,Butterfly EKN 1.5-Litre Electric Kettle (Silver with Black),Home&Kitchen,Kitchen&HomeAppliances,4.2,35693.0,33,26734057.0,632,0.9212,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9847618624802341
1085,B08GSQXLJ2,Crompton Arno Neo 15-L 5 Star Rated Storage Water Heater (Geyser) with Advanced 3 Level Safety (Grey),Home&Kitchen,"Heating,Cooling&AirQuality",4.1,14391.0,40,89209809.0,1754,0.882,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9928941366641643
1086,B01M5B0TPW,Borosil Chef Delite BCH20DBB21 300-Watt Chopper (Black),Home&Kitchen,Kitchen&HomeAppliances,4.4,7946.0,27,14453774.0,1512,0.9905,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9894374734559978
1087,B082KVTRW8,KENT 16055 Amaze Cool Touch Electric Kettle 1.8 L 1500 W | Plastic Outer & Stainless Steel Inside body | Auto shut off Over heating protection | Multipurpose hot water Kettle | 1 Year Warranty,Home&Kitchen,Kitchen&HomeAppliances,4.0,1765.0,37,2116235.0,268,0.9062,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8066267166728147
1088,B08CFJBZRK,Prestige IRIS Plus 750 watt mixer grinder,Home&Kitchen,Kitchen&HomeAppliances,3.8,14062.0,48,45687438.0,535,0.9611,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9771177795539234
1089,B07H3WDC4X,"Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying 400 W (Blue, Pink)",Home&Kitchen,Kitchen&HomeAppliances,4.0,15646.0,65,5460454.0,1580,0.9858,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9931143721535369
1090,B09ZTZ9N3Q,"Amazon Basics 2000/1000 Watt Room Heater with Adjustable Thermostat (ISI certified, White color, Ideal for small to medium room/area)",Home&Kitchen,"Heating,Cooling&AirQuality",3.1,111.0,38,116439.0,840,-0.4121,negative,1,"Topic 1: Value, Usability & Everyday Products",0.9851332577282307
1091,B083P71WKK,"HealthSense Weight Machine for Kitchen, Kitchen Food Weighing Scale for Health, Fitness, Home Baking & Cooking with Hanging Design, Touch Button, Tare Function & 1 Year Warranty – Chef-Mate KS 40",Home&Kitchen,Kitchen&HomeAppliances,4.3,9695.0,47,7746305.0,542,0.9386,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9793371338083904
1092,B097R4D42G,"Bajaj New Shakti Neo 10L Vertical Storage Water Heater (Geyser 10 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",Home&Kitchen,"Heating,Cooling&AirQuality",4.2,1772.0,48,8858228.0,1285,0.9932,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9926516863166647
1093,B07MKMFKPG,Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black,Home&Kitchen,Kitchen&HomeAppliances,4.4,11499.0,34,80481501.0,7533,0.9993,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9984958086389635
1094,B0949FPSFY,"Bulfyss Stainless Steel Digital Kitchen Weighing Scale & Food Weight Machine for Diet, Nutrition, Health, Fitness, Baking & Cooking (5Kgs, Stainless Steel, 2 Years Warranty)",Home&Kitchen,Kitchen&HomeAppliances,4.1,2162.0,60,1727438.0,1869,0.9865,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9927542622784397
1095,B08F47T4X5,"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer (Set of 18, Multi-Color) (Multicolor)",Home&Kitchen,Kitchen&HomeAppliances,4.2,19621.0,0,1746269.0,641,0.9679,positive,1,"Topic 1: Value, Usability & Everyday Products",0.976826280243968
1096,B01M0505SJ,Orient Electric Apex-FX 1200mm Ultra High Speed 400 RPM Ceiling Fan (Brown),Home&Kitchen,"Heating,Cooling&AirQuality",4.1,19998.0,44,27997200.0,510,0.9072,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8769221330537859
1097,B08D6RCM3Q,"PrettyKrafts Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, (Pack of 1), Mushroom Print",Home&Kitchen,HomeStorage&Organization,4.1,1051.0,61,373105.0,508,0.9743,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9699843002157622
1098,B009P2LITG,"Bajaj Majesty RX11 2000 Watts Heat Convector Room Heater (White, ISI Approved)",Home&Kitchen,"Heating,Cooling&AirQuality",4.1,1716.0,34,3722004.0,571,0.9724,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9811316310420535
1099,B00V9NHDI4,"Eureka Forbes Trendy Zip 1000 Watts powerful suction vacuum cleaner with resuable dust bag & 5 accessories,1 year warrantycompact,light weight & easy to use (Black)",Home&Kitchen,Kitchen&HomeAppliances,3.9,32931.0,26,92173869.0,893,0.9841,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9515060296723808
1100,B07WGPBXY9,"Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,Kitchen&HomeAppliances,3.9,17424.0,28,15664176.0,634,0.9866,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9869621930321099
1101,B00KRCBA6E,Maharaja Whiteline Lava Neo 1200-Watts Halogen Heater (White and Red),Home&Kitchen,"Heating,Cooling&AirQuality",3.8,1889.0,50,4720611.0,1151,0.8687,positive,1,"Topic 1: Value, Usability & Everyday Products",0.990229913166227
1102,B0B3X2BY3M,Crompton Gracee 5-L Instant Water Heater (Geyser),Home&Kitchen,"Heating,Cooling&AirQuality",4.0,10324.0,51,37156076.0,779,0.9553,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9836851959809458
1103,B00F159RIK,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, Black",Home&Kitchen,Kitchen&HomeAppliances,4.2,5355.0,20,2672145.0,272,0.9384,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8884816440798792
1104,B08MV82R99,Bajaj Waterproof 1500 Watts Immersion Rod Heater,Home&Kitchen,"Heating,Cooling&AirQuality",4.1,3366.0,36,2197998.0,473,0.9285,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9517091415925478
1105,B09VKWGZD7,"AGARO Supreme High Pressure Washer, 1800 Watts, 120 Bars, 6.5L/Min Flow Rate, 8 Meters Outlet Hose, Portable, for Car,Bike and Home Cleaning Purpose, Black and Orange",Home&Kitchen,Kitchen&HomeAppliances,4.3,1017.0,47,4870413.0,1476,0.9048,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9716080252638282
1106,B009P2LK80,"Bajaj Deluxe 2000 Watts Halogen Room Heater (Steel, ISI Approved), Multicolor",Home&Kitchen,"Heating,Cooling&AirQuality",3.7,787.0,14,1108883.0,1762,-0.9552,negative,1,"Topic 1: Value, Usability & Everyday Products",0.991906081390332
1107,B00A7PLVU6,Orpat HHB-100E WOB 250-Watt Hand Blender (White),Home&Kitchen,Kitchen&HomeAppliances,4.2,18462.0,16,13901886.0,332,0.9418,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9595595641115748
1108,B0B25DJ352,"GILTON Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying, Multi Color",Home&Kitchen,Kitchen&HomeAppliances,4.3,629.0,71,222037.0,765,0.9915,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9822184608837194
1109,B013B2WGT6,"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking with Free Bowl, 1 Year Warranty & Batteries Included",Home&Kitchen,Kitchen&HomeAppliances,4.3,15276.0,42,16788324.0,928,0.9683,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9881854469585507
1110,B097RJ867P,"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",Home&Kitchen,Kitchen&HomeAppliances,4.4,2981.0,24,26229819.0,932,0.9976,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9225688257603372
1111,B091V8HK8Z,"Milton Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",Home&Kitchen,Kitchen&HomeAppliances,3.8,2466.0,23,3316770.0,443,0.3374,positive,1,"Topic 1: Value, Usability & Everyday Products",0.812184250522827
1112,B071VNHMX2,Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),Home&Kitchen,Kitchen&HomeAppliances,4.5,7949.0,0,16653155.0,771,0.9517,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9766826393764519
1113,B08MVSGXMY,Crompton Insta Comfy 800 Watt Room Heater with 2 Heat Settings(Grey Blue),Home&Kitchen,"Heating,Cooling&AirQuality",3.8,95.0,35,142310.0,745,0.3612,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8617886048187381
1114,B00H0B29DI,USHA Heat Convector 812 T 2000-Watt with Instant Heating Feature (Black),Home&Kitchen,"Heating,Cooling&AirQuality",3.8,1558.0,26,3426042.0,7563,0.9977,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9982916720336777
1115,B01GZSQJPA,"Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)",Home&Kitchen,Kitchen&HomeAppliances,4.1,26543.0,14,98182557.0,735,0.6641,positive,1,"Topic 1: Value, Usability & Everyday Products",0.980869941826522
1116,B08VGFX2B6,"Kuber Industries Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 49, Pack of 1 (Beige & Brown)-KUBMART11450",Home&Kitchen,HomeStorage&Organization,4.1,3688.0,11,652776.0,697,0.7778,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9817164426722632
1117,B09GYBZPHF,"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Steel Blades, 3 Speed Options with Whip (1 Year Warranty, Black)",Home&Kitchen,Kitchen&HomeAppliances,3.8,4383.0,54,5036067.0,613,0.4497,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9780395204472316
1118,B0B4KPCBSH,IKEA Frother for Milk,Home&Kitchen,Kitchen&HomeAppliances,3.3,478.0,51,116632.0,999,-0.9396,negative,1,"Topic 1: Value, Usability & Everyday Products",0.9843873420567852
1119,B09CGLY5CX,"Crompton Insta Comfort Heater 2000 Watts Heat Convector with Adjustable Thermostats, Hybrid Cyan, Standard (‎ACGRH- INSTACOMFORT)",Home&Kitchen,"Heating,Cooling&AirQuality",4.0,237.0,18,464283.0,437,0.8294,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8961095833006704
1120,B09JN37WBX,Lint Remover Woolen Clothes Lint Extractor Battery Lint Removing Machine Bhur Remover,Home&Kitchen,Kitchen&HomeAppliances,4.6,124.0,57,39556.0,497,0.891,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9802265104988866
1121,B01I1LDZGA,"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",Home&Kitchen,Kitchen&HomeAppliances,3.9,14667.0,16,21985833.0,869,0.9763,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9852488013004946
1122,B0BN2576GQ,"C (DEVICE) Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes Pack of 1",Home&Kitchen,Kitchen&HomeAppliances,3.7,6.0,71,2814.0,192,0.904,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7716111889294491
1123,B06XPYRWV5,Pigeon by Stovekraft 2 Slice Auto Pop up Toaster. A Smart Bread Toaster for Your Home (750 Watt) (black),Home&Kitchen,Kitchen&HomeAppliances,4.2,4244.0,39,4664156.0,610,0.7892,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9786098591743443
1124,B01N1XVVLC,"Bajaj OFR Room Heater, 13 Fin 2900 Watts Oil Filled Room Heater with 400W PTC Ceramic Fan Heater, ISI Approved (Majesty 13F Plus Black)",Home&Kitchen,"Heating,Cooling&AirQuality",4.1,1017.0,40,9753030.0,2167,0.9954,positive,1,"Topic 1: Value, Usability & Everyday Products",0.994326787834081
1125,B00O2R38C4,"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protection Shutters (2-Year Warranty, White)",Home&Kitchen,"Heating,Cooling&AirQuality",4.1,12999.0,33,12986001.0,891,0.9462,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9858582693487303
1126,B0B2CZTCL2,"Wipro Vesta 1.8 litre Cool touch electric Kettle with Auto cut off | Double Layer outer body | Triple Protection - Dry Boil, Steam & Over Heat |Stainless Steel Inner Body | (Black, 1500 Watt)",Home&Kitchen,Kitchen&HomeAppliances,3.8,311.0,35,403989.0,1555,0.968,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9907945324180287
1127,B00PVT30YI,"Kitchen Mart Stainless Steel South Indian Filter Coffee Drip Maker, Madras Kappi, Drip Decotion Maker160ml (2 Cup)",Home&Kitchen,Kitchen&HomeAppliances,4.1,4238.0,41,1237496.0,721,0.964,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9856844023214223
1128,B00SH18114,"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",Home&Kitchen,Kitchen&HomeAppliances,4.6,2781.0,46,444960.0,746,0.9889,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9823068617218995
1129,B00E9G8KOY,HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,Home&Kitchen,Kitchen&HomeAppliances,4.1,10907.0,0,6544200.0,384,0.7771,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9439216234214337
1130,B00H3H03Q4,HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,Home&Kitchen,Kitchen&HomeAppliances,4.2,13250.0,0,14972500.0,149,0.872,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9362014833107766
1131,B0756K5DYZ,Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar (White and Blue),Home&Kitchen,Kitchen&HomeAppliances,3.9,43070.0,48,139934430.0,451,-0.1465,negative,1,"Topic 1: Value, Usability & Everyday Products",0.9035545651786365
1132,B0188KPKB2,"Preethi Blue Leaf Diamond MG-214 mixer grinder 750 watt (Blue/White), 3 jars & Flexi Lid, FBT motor with 2yr Guarantee & Lifelong Free Service",Home&Kitchen,Kitchen&HomeAppliances,4.1,11828.0,62,42568972.0,350,0.8271,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9636378710664211
1133,B091KNVNS9,Themisto 350 Watts Egg Boiler-Blue,Home&Kitchen,Kitchen&HomeAppliances,4.1,1240.0,47,456320.0,360,0.2243,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9024666834241087
1134,B075JJ5NQC,"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",Home&Kitchen,Kitchen&HomeAppliances,4.0,20869.0,36,66759931.0,115,0.2023,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6469671420601286
1135,B0B5KZ3C53,"KENT Smart Multi Cooker Cum Kettle 1.2 Liter 800 Watts, Electric Cooker with Steamer & Boiler for Idlis, Instant Noodles, Momos, Eggs, & Steam Vegetables, Inner Stainless Steel & Cool Touch Outer Body",Home&Kitchen,Kitchen&HomeAppliances,3.7,441.0,45,705159.0,1158,0.9649,positive,1,"Topic 1: Value, Usability & Everyday Products",0.988853116526649
